h1,h2,left,right,above,below,front,behind,over,under,in,touch,at,between,near,on top of,beside,facing,total
15,35,0.868421052631579,0.86,0.8846153846153847,0.6347826086956522,0.6772727272727274,0.648,0.8666666666666666,0.8545454545454547,0.8200000000000001,0.6977777777777778,0.9333333333333333,0.874074074074074,0.925,0.794805194805195,0.6666666666666666,0.7,0.8026258205689277
17,15,0.9105263157894739,0.8800000000000001,0.8307692307692307,0.8173913043478261,0.6727272727272727,0.7200000000000001,0.6666666666666666,0.9090909090909092,0.96,0.7866666666666665,0.917948717948718,0.9037037037037037,0.91875,0.787012987012987,0.7333333333333333,0.75,0.8293216630196936
17,17,0.8789473684210527,0.8880000000000001,0.8923076923076924,0.7739130434782608,0.7363636363636363,0.7120000000000001,0.7333333333333333,0.8727272727272728,0.8000000000000002,0.7555555555555555,0.953846153846154,0.9481481481481481,0.8125,0.8103896103896103,0.7333333333333333,0.6,0.8284463894967177
17,19,0.8736842105263157,0.8880000000000001,0.8692307692307691,0.7304347826086957,0.7045454545454545,0.632,0.8,0.8545454545454547,0.8,0.7688888888888888,0.9128205128205129,0.9037037037037037,0.89375,0.8337662337662337,0.8,0.5,0.8214442013129102
17,21,0.9210526315789472,0.9239999999999998,0.8538461538461538,0.7217391304347825,0.7136363636363636,0.64,0.8666666666666666,0.890909090909091,0.8800000000000001,0.7511111111111111,0.953846153846154,0.8518518518518519,0.88125,0.8155844155844155,0.7999999999999999,0.5,0.8271334792122538
17,23,0.8736842105263157,0.9,0.8615384615384615,0.8,0.7181818181818181,0.648,0.8666666666666666,0.9090909090909092,0.86,0.7911111111111111,0.9179487179487179,0.888888888888889,0.85625,0.8077922077922078,0.8,0.65,0.8271334792122538
17,25,0.9210526315789472,0.892,0.8384615384615385,0.7913043478260869,0.7090909090909091,0.6799999999999999,0.8666666666666666,0.890909090909091,0.8,0.7333333333333333,0.9333333333333333,0.8666666666666666,0.925,0.787012987012987,0.8666666666666666,0.75,0.824507658643326
17,27,0.8894736842105264,0.944,0.8615384615384615,0.7130434782608696,0.6909090909090909,0.632,0.7333333333333332,0.8545454545454547,0.8600000000000001,0.7866666666666667,0.9333333333333333,0.8518518518518519,0.95,0.8207792207792208,0.5999999999999999,0.75,0.8301969365426697
17,29,0.8842105263157896,0.8480000000000001,0.8615384615384617,0.7217391304347827,0.7454545454545455,0.656,0.8666666666666666,0.9818181818181818,0.8800000000000001,0.7422222222222222,0.9435897435897438,0.9333333333333332,0.9125,0.8311688311688312,0.7333333333333333,0.6,0.8306345733041576
17,31,0.9315789473684211,0.876,0.853846153846154,0.7391304347826088,0.6590909090909091,0.68,0.6666666666666666,0.890909090909091,0.8400000000000001,0.7733333333333332,0.9435897435897436,0.888888888888889,0.91875,0.8311688311688311,0.7333333333333333,0.65,0.8280087527352297
17,33,0.9210526315789475,0.892,0.9153846153846154,0.7217391304347827,0.7045454545454546,0.728,0.8,0.8727272727272728,0.8,0.76,0.9589743589743591,0.8666666666666666,0.9125,0.8467532467532466,0.6666666666666666,0.7,0.8389496717724289
17,35,0.8894736842105262,0.8960000000000001,0.8538461538461538,0.773913043478261,0.6818181818181819,0.664,0.8,0.9272727272727274,0.9199999999999999,0.7155555555555556,0.9282051282051282,0.8666666666666668,0.925,0.8285714285714285,0.8,0.65,0.825382932166302
19,15,0.9,0.8960000000000001,0.8384615384615385,0.7130434782608696,0.6454545454545454,0.632,0.9333333333333332,0.8181818181818183,0.8800000000000001,0.7511111111111111,0.9384615384615387,0.9111111111111111,0.89375,0.8571428571428571,0.7333333333333333,0.85,0.825382932166302
